ec	substrate	substrate_normalized
1.1.1.1	3,4-hexanedione	3,4-hexanedione
1.1.1.1	3,4-methylenedioxyphenyl acetone	3,4-methylenedioxyphenyl acetone
1.1.1.1	3,5-dimethylcyclohexanol	3,5-dimethylcyclohexanol
1.1.1.1	3,5-dimethylcyclohexanone	3,5-dimethylcyclohexanone
1.1.1.1	3-Methoxybenzaldehyde	3-methoxybenzaldehyde
1.1.1.1	3-Methoxybenzyl alcohol	3-methoxybenzyl alcohol
1.1.1.1	3-Methylcyclohexanol	3-methylcyclohexanol
1.1.1.1	3-Pentanol	3-pentanol
1.1.1.1	3-Pentanone	3-pentanone
1.1.1.1	3-Phenyl-1-propanol	3-phenyl-1-propanol
1.1.1.1	3-Pyridylcarbinol	3-pyridylcarbinol
1.1.1.1	3-acetylpyridine	3-acetylpyridine
1.1.1.1	3-aminobenzaldehyde	3-aminobenzaldehyde
1.1.1.1	3-aminobenzyl alcohol	3-aminobenzyl alcohol
1.1.1.1	3-benzoylpyridine-adenine dinucleotide	3-benzoylpyridine-adenine dinucleotide
1.1.1.1	3-bromobenzaldehyde	3-bromobenzaldehyde
1.1.1.1	3-bromobenzyl alcohol	3-bromobenzyl alcohol
1.1.1.1	3-bromobenzylalcohol	3-bromobenzylalcohol
1.1.1.1	3-butene-1-ol	3-butene-1-ol
1.1.1.1	3-chloro-2-butanone	3-chloro-2-butanone
1.1.1.1	3-chlorobenzaldehyde	3-chlorobenzaldehyde
1.1.1.1	3-chlorobenzyl alcohol	3-chlorobenzyl alcohol
1.1.1.1	3-chlorobutan-2-ol	3-chlorobutan-2-ol
1.1.1.1	3-heptanol	3-heptanol
1.1.1.1	3-heptanone	3-heptanone
1.1.1.1	3-hydroxy-2-butanol	3-hydroxy-2-butanol
1.1.1.1	3-hydroxy-2-butanone	3-hydroxy-2-butanone
1.1.1.1	3-hydroxyheptane	3-hydroxyheptane
1.1.1.1	3-methoxy-1-phenylpropan-1-ol	3-methoxy-1-phenylpropan-1-ol
1.1.1.1	3-methoxy-1-phenylpropan-1-one	3-methoxy-1-phenylpropan-1-one
1.1.1.1	3-methoxybenzaldehyde	3-methoxybenzaldehyde
1.1.1.1	3-methoxybenzyl alcohol	3-methoxybenzyl alcohol
1.1.1.1	3-methoxybenzylalcohol	3-methoxybenzylalcohol
1.1.1.1	3-methyl-1-butanol	3-methyl-1-butanol
1.1.1.1	3-methyl-2-butanol	3-methyl-2-butanol
1.1.1.1	3-methyl-2-cyclohexenone	3-methyl-2-cyclohexenone
1.1.1.1	3-methyl-butan-1-one	3-methyl-butan-1-one
1.1.1.1	3-methyl-cyclohexanol	3-methyl-cyclohexanol
1.1.1.1	3-methylbutan-1-ol	3-methylbutan-1-ol
1.1.1.1	3-methylbutan-2-ol	3-methylbutan-2-ol
1.1.1.1	3-methylbutan-2-one	3-methylbutan-2-one
1.1.1.1	3-methylbutanal	3-methylbutanal
1.1.1.1	3-methylbutanol	3-methylbutanol
1.1.1.1	3-methylbutanone	3-methylbutanone
1.1.1.1	3-methylbutyraldehyde	3-methylbutyraldehyde
1.1.1.1	3-methylcyclohexanol	3-methylcyclohexanol
1.1.1.1	3-methylcyclohexanone	3-methylcyclohexanone
1.1.1.1	3-methylpentan-2-ol	3-methylpentan-2-ol
1.1.1.1	3-methylphenylethyl alcohol	3-methylphenylethyl alcohol
1.1.1.1	3-nitroacetophenone	3-nitroacetophenone
1.1.1.1	3-nitrobenzaldehyde	3-nitrobenzaldehyde
1.1.1.1	3-nitrobenzyl alcohol	3-nitrobenzyl alcohol
1.1.1.1	3-oxo-5alpha-cholanoate	3-oxo-5alpha-cholanoate
1.1.1.1	3-oxo-5beta-androstan-17beta-ol	3-oxo-5beta-androstan-17beta-ol
1.1.1.1	3-oxo-5beta-cholanoate	3-oxo-5beta-cholanoate
1.1.1.1	3-oxoheptane	3-oxoheptane
1.1.1.1	3-pentanol	3-pentanol
1.1.1.1	3-pentanone	3-pentanone
1.1.1.1	3-penten-2-one	3-penten-2-one
1.1.1.1	3-phenyl-1-propanol	3-phenyl-1-propanol
1.1.1.1	3-phenyl-1-propanone	3-phenyl-1-propanone
1.1.1.1	3-phenyl-2-propen-1-ol	3-phenyl-2-propen-1-ol
1.1.1.1	3-phenylpropan-1-ol	3-phenylpropan-1-ol
1.1.1.1	3-phenylpropanal	3-phenylpropanal
1.1.1.1	3-phenylpropanol	3-phenylpropanol
1.1.1.1	3-phenylpropionaldehyde	3-phenylpropionaldehyde
1.1.1.1	3-pyridylcarbinol	3-pyridylcarbinol
1.1.1.1	3beta,12alpha-dihydroxy-5beta-cholanoate	3beta,12alpha-dihydroxy-5beta-cholanoate
1.1.1.1	3beta,12alpha-dihydroxy-5beta-cholanoic acid	3beta,12alpha-dihydroxy-5beta-cholanoic acid
1.1.1.1	3beta,17beta-dihydroxy-5alpha-androstan	3beta,17beta-dihydroxy-5alpha-androstan
1.1.1.1	3beta,17beta-dihydroxy-5beta-androstane	3beta,17beta-dihydroxy-5beta-androstane
1.1.1.1	3beta,7alpha,12alpha-trihydroxy-5beta-cholanoate	3beta,7alpha,12alpha-trihydroxy-5beta-cholanoate
1.1.1.1	3beta,7alpha,12alpha-trihydroxy-5beta-cholanoic acid	3beta,7alpha,12alpha-trihydroxy-5beta-cholanoic acid
1.1.1.1	3beta,7alpha-12alpha-trihydroxy-5beta-cholanoate	3beta,7alpha-12alpha-trihydroxy-5beta-cholanoate
1.1.1.1	3beta,7alpha-dihydroxy-5beta-cholanoic acid	3beta,7alpha-dihydroxy-5beta-cholanoic acid
1.1.1.1	3beta-7alpha-dihydroxy-5beta-cholanoate	3beta-7alpha-dihydroxy-5beta-cholanoate
1.1.1.1	3beta-hxdroxy-5alpha-cholanoate	3beta-hxdroxy-5alpha-cholanoate
1.1.1.1	3beta-hydroxy-5beta-androstan-17-one	3beta-hydroxy-5beta-androstan-17-one
1.1.1.1	3beta-hydroxy-5beta-cholanoate	3beta-hydroxy-5beta-cholanoate
1.1.1.1	4'-bromoacetophenone	4'-bromoacetophenone
1.1.1.1	4'-chloroacetophenone	4'-chloroacetophenone
1.1.1.1	4'-chlorobutyrophenone	4'-chlorobutyrophenone
1.1.1.1	4-Methyl-1-pentanol	4-methyl-1-pentanol
1.1.1.1	4-acetylpyridine	4-acetylpyridine
1.1.1.1	4-amino-1-butanol	4-amino-1-butanol
1.1.1.1	4-bromoacetophenone	4-bromoacetophenone
1.1.1.1	4-bromobenzaldehyde	4-bromobenzaldehyde
1.1.1.1	4-bromobenzyl alcohol	4-bromobenzyl alcohol
1.1.1.1	4-bromobenzylalcohol	4-bromobenzylalcohol
1.1.1.1	4-carboxybenzaldehyde	4-carboxybenzaldehyde
1.1.1.1	4-carboxybenzyl alcohol	4-carboxybenzyl alcohol
1.1.1.1	4-carboxybenzylalcohol	4-carboxybenzylalcohol
1.1.1.1	4-chloroacetophenone	4-chloroacetophenone
1.1.1.1	4-chlorobenzaldehyde	4-chlorobenzaldehyde
1.1.1.1	4-chlorobenzyl alcohol	4-chlorobenzyl alcohol
1.1.1.1	4-deoxy-L-erythro-5-hexoseulose	4-deoxy-erythro-5-hexoseulose
1.1.1.1	4-ethylcyclohexanol	4-ethylcyclohexanol
1.1.1.1	4-ethylcyclohexanone	4-ethylcyclohexanone
1.1.1.1	4-fluoroacetophenone	4-fluoroacetophenone
1.1.1.1	4-formylpyrene	4-formylpyrene
1.1.1.1	4-hydroxy-2-butanone	4-hydroxy-2-butanone
1.1.1.1	4-hydroxy-retinol	4-hydroxy-retinol
1.1.1.1	4-hydroxymethylpyrene	4-hydroxymethylpyrene
1.1.1.1	4-hydroxypentan-2-one	4-hydroxypentan-2-one
1.1.1.1	4-methoxy-1-naphthaldehyde	4-methoxy-1-naphthaldehyde
1.1.1.1	4-methoxy-1-naphthol	4-methoxy-1-naphthol
1.1.1.1	4-methoxy-1-naphthyl alcohol	4-methoxy-1-naphthyl alcohol
1.1.1.1	4-methoxybenzaldehyde	4-methoxybenzaldehyde
1.1.1.1	4-methoxybenzyl alcohol	4-methoxybenzyl alcohol
1.1.1.1	4-methoxybenzylalcohol	4-methoxybenzylalcohol
1.1.1.1	4-methoxynaphthalene-1-carbaldehyde	4-methoxynaphthalene-1-carbaldehyde
1.1.1.1	4-methoxyphenylacetone	4-methoxyphenylacetone
1.1.1.1	4-methyl-1-pentanal	4-methyl-1-pentanal
1.1.1.1	4-methyl-1-pentanol	4-methyl-1-pentanol
1.1.1.1	4-methyl-2-pentanol	4-methyl-2-pentanol
1.1.1.1	4-methylcyclohexanol	4-methylcyclohexanol
1.1.1.1	4-methylcyclohexanone	4-methylcyclohexanone
1.1.1.1	4-methylpentan-1-ol	4-methylpentan-1-ol
1.1.1.1	4-methylpentan-2-ol	4-methylpentan-2-ol
1.1.1.1	4-methylpentan-2-one	4-methylpentan-2-one
1.1.1.1	4-nitrobenzaldehyde	4-nitrobenzaldehyde
1.1.1.1	4-nitrobenzyl alcohol	4-nitrobenzyl alcohol
1.1.1.1	4-nitrobenzylalcohol	4-nitrobenzylalcohol
1.1.1.1	4-nitrosodimethylaniline	4-nitrosodimethylaniline
1.1.1.1	4-nitrotetrazolium violet	4-nitrotetrazolium violet
1.1.1.1	4-oxo-retinal	4-oxo-retinal
1.1.1.1	4-phenylbutan-2-ol	4-phenylbutan-2-ol
1.1.1.1	4-phenylbutan-2-one	4-phenylbutan-2-one
1.1.1.1	5-(1-hydroxyethyl)-7-chlorofuro[2,3-c]pyridine	5-(1-hydroxyethyl)-7-chlorofuro[2,3-c]pyridine
1.1.1.1	5-(1-hydroxyethyl)furo[2,3-c]pyridine	5-(1-hydroxyethyl)furo[2,3-c]pyridine
1.1.1.1	5-acetyl-7-chlorofuro[2,3-c]pyridine	5-acetyl-7-chlorofuro[2,3-c]pyridine
1.1.1.1	5-acetylfuro[2,3-c]pyridine	5-acetylfuro[2,3-c]pyridine
1.1.1.1	5-amino-1-pentanol	5-amino-1-pentanol
1.1.1.1	5-hydroxymethylfurfural	5-hydroxymethylfurfural
1.1.1.1	5-hydroxymethylfurfuryl alcohol	5-hydroxymethylfurfuryl alcohol
1.1.1.1	5alpha-androstan-17beta-ol-3-one	5alpha-androstan-17beta-ol-3-one
1.1.1.1	5alpha-pregnan-3,20-dione	5alpha-pregnan-3,20-dione
1.1.1.1	5alpha-pregnan-3beta-ol-20-one	5alpha-pregnan-3beta-ol-20-one
1.1.1.1	5beta-Pregnan-21-ol-3,20-dione hemisuccinate	5beta-pregnan-21-ol-3,20-dione hemisuccinate
1.1.1.1	5beta-Pregnan-3beta-ol-20-one	5beta-pregnan-3beta-ol-20-one
1.1.1.1	5beta-androstan-17beta-ol-3-one	5beta-androstan-17beta-ol-3-one
1.1.1.1	5beta-androstan-3,17-dione	5beta-androstan-3,17-dione
1.1.1.1	5beta-androstan-3,17dione	5beta-androstan-3,17dione
1.1.1.1	5beta-androstan-3beta-ol-17 one	5beta-androstan-3beta-ol-17 one
1.1.1.1	5beta-androstan-3beta-ol-17-one	5beta-androstan-3beta-ol-17-one
1.1.1.1	5beta-cholanic acid-3-ol	5beta-cholanic acid-3-ol
1.1.1.1	5beta-cholanic acid-3-one	5beta-cholanic acid-3-one
1.1.1.1	5beta-pregnan-21-ol-3,20-dione hemisuccinate	5beta-pregnan-21-ol-3,20-dione hemisuccinate
1.1.1.1	5beta-pregnan-3,20,21-trione hemisuccinate	5beta-pregnan-3,20,21-trione hemisuccinate
1.1.1.1	5beta-pregnan-3,20-dione	5beta-pregnan-3,20-dione
1.1.1.1	5beta-pregnan-3beta-ol-20-one	5beta-pregnan-3beta-ol-20-one
1.1.1.1	6-amino-1-hexanol	6-amino-1-hexanol
1.1.1.1	6-benzyloxy-3,5-dioxo-hexanoic acid ethyl ester	6-benzyloxy-3,5-dioxo-hexanoic acid ethyl ester
1.1.1.1	6-methoxy-2-naphthaldehyde	6-methoxy-2-naphthaldehyde
1.1.1.1	7-cis-retinal	7-cis-retinal
1.1.1.1	7-cis-retinol	7-cis-retinol
1.1.1.1	9-cis-retinal	9-cis-retinal
1.1.1.1	9-cis-retinol	9-cis-retinol
1.1.1.1	Anisaldehyde	anisaldehyde
1.1.1.1	Butan-2,3-diol	butan-2,3-diol
1.1.1.1	Butanal	butanal
1.1.1.1	Butyl alcohol	butyl alcohol
1.1.1.1	Butyraldehyde	butyraldehyde
1.1.1.1	Cyclohexanol	cyclohexanol
1.1.1.1	Cyclopentanone	cyclopentanone
1.1.1.1	D-allonate	allonate
1.1.1.1	D-altronate	altronate
1.1.1.1	D-arabinose	arabinose
1.1.1.1	D-arabitol	arabitol
1.1.1.1	D-erythrose	erythrose
1.1.1.1	D-glucitol	glucitol
1.1.1.1	D-gluconate	gluconate
1.1.1.1	D-glyceraldehyde	glyceraldehyde
1.1.1.1	D-lyxose	lyxose
1.1.1.1	D-mannonate	mannonate
1.1.1.1	D-ribonate	ribonate
1.1.1.1	D-sorbitol	sorbitol
1.1.1.1	D-talonate	talonate
1.1.1.1	D-threose	threose
1.1.1.1	D-xylonate	xylonate
1.1.1.1	DL-glyceraldehyde	dl-glyceraldehyde
1.1.1.1	Glutaraldehyde	glutaraldehyde
1.1.1.1	H+  | 163% activity compared to cyclohexanone |	h+ | 163% activity compared to cyclohexanone |
1.1.1.1	H+  | 26% activity compared to cyclohexanone |	h+ | 26% activity compared to cyclohexanone |
1.1.1.1	H+  |#116# 1% activity compared to cyclohexanone | <172,200,221>	h+ |#116# 1% activity compared to cyclohexanone | <172,200,221>
1.1.1.1	H+  |#116# 1% activity compared to cyclohexanone | {r} <172,200,221>	h+ |#116# 1% activity compared to cyclohexanone | {r} <172,200,221>
1.1.1.1	H+  |#116# 100% activity | <141,156,157,166,172,200,210,242,246>	h+ |#116# 100% activity | <141,156,157,166,172,200,210,242,246>
1.1.1.1	H+  |#116# 100% activity | {r} <141,156,157,166,172,200,210,242,246>	h+ |#116# 100% activity | {r} <141,156,157,166,172,200,210,242,246>
1.1.1.1	H+  |#116# 178% activity compared to cyclohexanone | <200,205,207,230>	h+ |#116# 178% activity compared to cyclohexanone | <200,205,207,230>
1.1.1.1	H+  |#116# 178% activity compared to cyclohexanone | {r} <200,205,207,230>	h+ |#116# 178% activity compared to cyclohexanone | {r} <200,205,207,230>
1.1.1.1	H+  |#116# 2% activity compared to cyclohexanone | {r} <200,210>	h+ |#116# 2% activity compared to cyclohexanone | {r} <200,210>
1.1.1.1	H+  |#116# 359% activity compared to cyclohexanone | <24,200,207>	h+ |#116# 359% activity compared to cyclohexanone | <24,200,207>
1.1.1.1	H+  |#116# 359% activity compared to cyclohexanone | {r} <24,200,207>	h+ |#116# 359% activity compared to cyclohexanone | {r} <24,200,207>
1.1.1.1	H+  |#116# 4% activity compared to cyclohexanone | <147,174,175,188,200,242,299,308>	h+ |#116# 4% activity compared to cyclohexanone | <147,174,175,188,200,242,299,308>
1.1.1.1	H+  |#116# 4% activity compared to cyclohexanone | <147,188,200>	h+ |#116# 4% activity compared to cyclohexanone | <147,188,200>
1.1.1.1	H+  |#116# 4% activity compared to cyclohexanone | {r} <147,174,175,188,200,242,299,308>	h+ |#116# 4% activity compared to cyclohexanone | {r} <147,174,175,188,200,242,299,308>
1.1.1.1	H+  |#116# 4% activity compared to cyclohexanone | {r} <147,188,200>	h+ |#116# 4% activity compared to cyclohexanone | {r} <147,188,200>
1.1.1.1	H+  |#116# 4% activity compared to cyclohexanone | {r} <147,200,225>	h+ |#116# 4% activity compared to cyclohexanone | {r} <147,200,225>
1.1.1.1	H+  |#116# 5% activity compared to cyclohexanone | {r} <147,200>	h+ |#116# 5% activity compared to cyclohexanone | {r} <147,200>
1.1.1.1	H+  |#122# 68% of the activity with butan-2-ol | <257,259,274,275,286>	h+ |#122# 68% of the activity with butan-2-ol | <257,259,274,275,286>
1.1.1.1	H+  |#122# 68% of the activity with butan-2-ol | {r} <257,259,274,275,286>	h+ |#122# 68% of the activity with butan-2-ol | {r} <257,259,274,275,286>
1.1.1.1	H+  |#122# 76% of the activity with butan-2-ol | <259,286>	h+ |#122# 76% of the activity with butan-2-ol | <259,286>
1.1.1.1	H+  |#122# 92% of the activity with butan-2-ol | <221,259>	h+ |#122# 92% of the activity with butan-2-ol | <221,259>
1.1.1.1	H+ | 1% activity compared to cyclohexanone |	h+ | 1% activity compared to cyclohexanone |
1.1.1.1	H+ | 240% activity compared to cyclohexanone |	h+ | 240% activity compared to cyclohexanone |
1.1.1.1	H+ | 3% activity compared to cyclohexanone |	h+ | 3% activity compared to cyclohexanone |
1.1.1.1	H+ | 37% enantiomeric excess |	h+ | 37% enantiomeric excess |
1.1.1.1	H+ | 79% enantiomeric excess |	h+ | 79% enantiomeric excess |
1.1.1.1	H+ | 83% of the activity with butan-2-ol |	h+ | 83% of the activity with butan-2-ol |
1.1.1.1	H+ | 85% of the activity with butan-2-ol |	h+ | 85% of the activity with butan-2-ol |
1.1.1.1	H+ | 9% activity compared to cyclohexanone |	h+ | 9% activity compared to cyclohexanone |
1.1.1.1	H+ | 92% enantiomeric excess |	h+ | 92% enantiomeric excess |
1.1.1.1	H+ | 95% enantiomeric excess |	h+ | 95% enantiomeric excess |
1.1.1.1	H+ | irreversible, no measurable activity with acetone |	h+ | irreversible, no measurable activity with acetone |
1.1.1.1	H+ | product is a key intermediate for biobased polyamide 12 production |	h+ | product is a key intermediate for biobased polyamide 12 production |
1.1.1.1	H+ |#146# 9% of the activity with 2,3-butanediol ; #122# 93% of the activity with butan-2-ol <259>| <141,259>	h+ |#146# 9% of the activity with 2,3-butanediol ; #122# 93% of the activity with butan-2-ol <259>| <141,259>
1.1.1.1	Hexanol	hexanol
1.1.1.1	Isobutyraldehyde	isobutyraldehyde
1.1.1.1	Isopentanol	isopentanol
1.1.1.1	Isopropanol	isopropanol
1.1.1.1	L-glyceraldehyde	glyceraldehyde
1.1.1.1	L-gulose	gulose
1.1.1.1	N-[4-(chloroacetyl)-2-nitrophenyl]acetamide	n-[4-(chloroacetyl)-2-nitrophenyl]acetamide
1.1.1.1	N-[4-[(1R)-2-chloro-1-hydroxyethyl]-2-nitrophenyl]acetamide	n-[4-[(1r)-2-chloro-1-hydroxyethyl]-2-nitrophenyl]acetamide
1.1.1.1	N-benzyl-3-piperidone	n-benzyl-3-piperidone
1.1.1.1	N-benzyl-3-pyrrolidinol	n-benzyl-3-pyrrolidinol
1.1.1.1	N-benzyl-3-pyrrolidinone	n-benzyl-3-pyrrolidinone
1.1.1.1	N-benzyl-4-piperidone	n-benzyl-4-piperidone
1.1.1.1	N-benzylpiperidin-3-ol	n-benzylpiperidin-3-ol
1.1.1.1	N-benzylpiperidin-4-ol	n-benzylpiperidin-4-ol
1.1.1.1	N-tert-butoxycarbonyl-3-pyrrolidinone	n-tert-butoxycarbonyl-3-pyrrolidinone
1.1.1.1	NAD+  | 1% activity compared to cyclohexanone |	nad+ | 1% activity compared to cyclohexanone |
1.1.1.1	NAD+  | 93% enantiomeric excess |	nad+ | 93% enantiomeric excess |
1.1.1.1	NAD+  | 99% enantiomeric excess |	nad+ | 99% enantiomeric excess |
1.1.1.1	NAD+  |#122# 100% of the activity with butan-2-ol | <4,6,25,28,41,42,43,48,49,51,68,79,81,82,84,85,90,99,126,149,154,193,196,218,225,226,228,249,255,259,262,268,275,283,284,288,298,309,310,311>	nad+ |#122# 100% of the activity with butan-2-ol | <4,6,25,28,41,42,43,48,49,51,68,79,81,82,84,85,90,99,126,149,154,193,196,218,225,226,228,249,255,259,262,268,275,283,284,288,298,309,310,311>
1.1.1.1	NAD+  |#122# 100% of the activity with butan-2-ol | {ir} <4,6,25,28,41,42,43,48,49,51,68,79,81,82,84,85,90,99,126,149,154,193,196,218,225,226,228,249,255,259,262,268,275,283,284,288,298,309,310,311>	nad+ |#122# 100% of the activity with butan-2-ol | {ir} <4,6,25,28,41,42,43,48,49,51,68,79,81,82,84,85,90,99,126,149,154,193,196,218,225,226,228,249,255,259,262,268,275,283,284,288,298,309,310,311>
1.1.1.1	NAD+  |#122# 100% of the activity with butan-2-ol | {r} <4,6,25,28,41,42,43,48,49,51,68,79,81,82,84,85,90,99,126,149,154,193,196,218,225,226,228,249,255,259,262,268,275,283,284,288,298,309,310,311>	nad+ |#122# 100% of the activity with butan-2-ol | {r} <4,6,25,28,41,42,43,48,49,51,68,79,81,82,84,85,90,99,126,149,154,193,196,218,225,226,228,249,255,259,262,268,275,283,284,288,298,309,310,311>
1.1.1.1	NAD+  |#122# 93% of the activity with butan-2-ol | <154,159,161,172,188,191,228,259>	nad+ |#122# 93% of the activity with butan-2-ol | <154,159,161,172,188,191,228,259>
1.1.1.1	NAD+  |#122# 93% of the activity with butan-2-ol | {r} <154,159,161,172,188,191,228,259>	nad+ |#122# 93% of the activity with butan-2-ol | {r} <154,159,161,172,188,191,228,259>
1.1.1.1	NAD+ | 38% of the activity with butan-2-ol |	nad+ | 38% of the activity with butan-2-ol |
1.1.1.1	NAD+ | 51% of the activity with butan-2-ol |	nad+ | 51% of the activity with butan-2-ol |
1.1.1.1	NAD+ | 60% enantiomeric excess |	nad+ | 60% enantiomeric excess |
1.1.1.1	NAD+ | 92% enantiomeric excess |	nad+ | 92% enantiomeric excess |
1.1.1.1	NAD+ | 95% enantiomeric excess |	nad+ | 95% enantiomeric excess |
1.1.1.1	NAD+ | 99% enantiomeric excess |	nad+ | 99% enantiomeric excess |
1.1.1.1	NAD+ | more than 99% enantiomeric excess |	nad+ | more than 99% enantiomeric excess |
1.1.1.1	NADH  |#6# product is toxic in mouse hepatocytes due to cell protein carbonylation following exposure to crotyl alcohol |	nadh |#6# product is toxic in mouse hepatocytes due to cell protein carbonylation following exposure to crotyl alcohol |
1.1.1.1	NADH  |#6# product is toxic in mouse hepatocytes due to cell protein carbonylation following exposure to crotyl alcohol | <120,121>	nadh |#6# product is toxic in mouse hepatocytes due to cell protein carbonylation following exposure to crotyl alcohol | <120,121>
1.1.1.1	NADH | product is toxic in mouse hepatocytes due to cell protein carbonylation following exposure to crotyl alcohol |	nadh | product is toxic in mouse hepatocytes due to cell protein carbonylation following exposure to crotyl alcohol |
1.1.1.1	NADH |#6# product is toxic in mouse hepatocytes due to cell protein carbonylation following exposure to crotyl alcohol | <120,123>	nadh |#6# product is toxic in mouse hepatocytes due to cell protein carbonylation following exposure to crotyl alcohol | <120,123>
1.1.1.1	NADH |#6# product is toxic in mouse hepatocytes due to cell protein carbonylation following exposure to crotyl alcohol | {r} <120,123>	nadh |#6# product is toxic in mouse hepatocytes due to cell protein carbonylation following exposure to crotyl alcohol | {r} <120,123>
1.1.1.1	NADP+  | plus 27% oct-2-enyl ester |	nadp+ | plus 27% oct-2-enyl ester |
1.1.1.1	Octanol	octanol
1.1.1.1	Pentanol	pentanol
1.1.1.1	Propanol	propanol
1.1.1.1	Propyl alcohol	propyl alcohol
1.1.1.1	R-(+)-1-phenylethanol	r-(+)-1-phenylethanol
1.1.1.1	R-(+)-cis-verbenol	r-(+)-cis-verbenol
1.1.1.1	R-(+)-trans-bicyclo(2.2.1)-heptanal	r-(+)-trans-bicyclo(2.2.1)-heptanal
1.1.1.1	R-(+)-trans-bicyclo(2.2.1)-heptanol	r-(+)-trans-bicyclo(2.2.1)-heptanol
1.1.1.1	S-(-)-1-phenylethanol	s-(-)-1-phenylethanol
1.1.1.1	S-(-)-2-methylbutan-1-ol	s-(-)-2-methylbutan-1-ol
1.1.1.1	S-(-)-cis-bicyclo(2.2.1)-heptanal	s-(-)-cis-bicyclo(2.2.1)-heptanal
1.1.1.1	S-(-)-cis-bicyclo(2.2.1)-heptanol	s-(-)-cis-bicyclo(2.2.1)-heptanol
1.1.1.1	S-(-)-trans-bicyclo(2.2.1)-heptanol	s-(-)-trans-bicyclo(2.2.1)-heptanol
1.1.1.1	Tris	tris
1.1.1.1	Triton X-100	triton x-100
1.1.1.1	Triton X-114	triton x-114
1.1.1.1	Triton X-165	triton x-165
1.1.1.1	Triton X-35	triton x-35
1.1.1.1	Triton X-405	triton x-405
1.1.1.1	Triton X-45	triton x-45
1.1.1.1	Valeraldehyde	valeraldehyde
1.1.1.1	Vanillyl alcohol	vanillyl alcohol
1.1.1.1	a formazan	a formazan
1.1.1.1	a primary alcohol	a primary alcohol
1.1.1.1	acetaldehyde	acetaldehyde
1.1.1.1	acetoin	acetoin
1.1.1.1	acetol	acetol
1.1.1.1	aceton	aceton
1.1.1.1	acetone	acetone
1.1.1.1	acetone  | 99% conversion, 94% enantiomeric excess |	acetone | 99% conversion, 94% enantiomeric excess |
1.1.1.1	acetone  | 99% conversion, 97% enantiomeric excess |	acetone | 99% conversion, 97% enantiomeric excess |
1.1.1.1	acetone  | 99% conversion, 98% enantiomeric excess |	acetone | 99% conversion, 98% enantiomeric excess |
1.1.1.1	acetone  | 99% conversion, 99% enantiomeric excess |	acetone | 99% conversion, 99% enantiomeric excess |
1.1.1.1	acetophenone	acetophenone
1.1.1.1	acetylacetone	acetylacetone
1.1.1.1	acetylpyrazine	acetylpyrazine
1.1.1.1	acrolein	acrolein
1.1.1.1	acycloNAD+	acyclonad+
1.1.1.1	acycloNADH	acyclonadh
1.1.1.1	alcohol	alcohol
1.1.1.1	aldehyde	aldehyde
1.1.1.1	aldehyde or ketone	aldehyde or ketone
1.1.1.1	all-trans retinal	all-trans retinal
1.1.1.1	all-trans retinol	all-trans retinol
1.1.1.1	all-trans-retinal	all-trans-retinal
1.1.1.1	all-trans-retinol	all-trans-retinol
1.1.1.1	allyl alcohol	allyl alcohol
1.1.1.1	allylalcohol	allylalcohol
1.1.1.1	alpha-ethyl benzoylformate	alpha-ethyl benzoylformate
1.1.1.1	alpha-methyl benzoylformate	alpha-methyl benzoylformate
1.1.1.1	alpha-tetralol	alpha-tetralol
1.1.1.1	alpha-tetralone	alpha-tetralone
1.1.1.1	an aldehyde	an aldehyde
1.1.1.1	anisaldehyde	anisaldehyde
1.1.1.1	anisic alcohol	anisic alcohol
1.1.1.1	benzaldehyde	benzaldehyde
1.1.1.1	benzil	benzil
1.1.1.1	benzoin	benzoin
1.1.1.1	benzol	benzol
1.1.1.1	benzoylformic acid	benzoylformic acid
1.1.1.1	benzyl alcohol	benzyl alcohol
1.1.1.1	benzylacetone	benzylacetone
1.1.1.1	benzylalcohol	benzylalcohol
1.1.1.1	benzyloxycarbonyl-3-pyrrolidinone	benzyloxycarbonyl-3-pyrrolidinone
1.1.1.1	beta-NAD+	beta-nad+
1.1.1.1	butan-1-ol	butan-1-ol
1.1.1.1	butan-2,3-diol	butan-2,3-diol
1.1.1.1	butan-2-ol	butan-2-ol
1.1.1.1	butan-2-one	butan-2-one
1.1.1.1	butanal	butanal
1.1.1.1	butane-1,2-diol	butane-1,2-diol
1.1.1.1	butanol	butanol
1.1.1.1	butanone	butanone
1.1.1.1	butylaldehyde	butylaldehyde
1.1.1.1	butyraldehyde	butyraldehyde
1.1.1.1	capronaldehyde	capronaldehyde
1.1.1.1	chloroacetone	chloroacetone
1.1.1.1	choline	choline
1.1.1.1	cinnamaldehyde	cinnamaldehyde
1.1.1.1	cinnamyl alcohol	cinnamyl alcohol
1.1.1.1	cinnamyl aldehyde	cinnamyl aldehyde
1.1.1.1	cis-4-methylcyclohexanol	cis-4-methylcyclohexanol
1.1.1.1	cis-decahydro-1-naphthol	cis-decahydro-1-naphthol
1.1.1.1	crotonaldehyde	crotonaldehyde
1.1.1.1	crotyl alcohol	crotyl alcohol
1.1.1.1	cycloheptanol	cycloheptanol
1.1.1.1	cycloheptanone	cycloheptanone
1.1.1.1	cyclohexanol	cyclohexanol
1.1.1.1	cyclohexanone	cyclohexanone
1.1.1.1	cyclooctanol	cyclooctanol
1.1.1.1	cyclooctanone	cyclooctanone
1.1.1.1	cyclopentanol	cyclopentanol
