id,name,unit_name,source
96304,F003230,MG,AFCD Release 3 - Nutrient profiles.xlsx
96305,F003235,MG,AFCD Release 3 - Nutrient profiles.xlsx
96306,F003239,MG,AFCD Release 3 - Nutrient profiles.xlsx
96307,F003248,MG,AFCD Release 3 - Nutrient profiles.xlsx
96308,F003249,MG,AFCD Release 3 - Nutrient profiles.xlsx
96309,F003250,MG,AFCD Release 3 - Nutrient profiles.xlsx
96310,F003255,MG,AFCD Release 3 - Nutrient profiles.xlsx
96311,F003267,MG,AFCD Release 3 - Nutrient profiles.xlsx
96312,F003269,MG,AFCD Release 3 - Nutrient profiles.xlsx
96313,F003270,MG,AFCD Release 3 - Nutrient profiles.xlsx
96314,F003305,MG,AFCD Release 3 - Nutrient profiles.xlsx
96315,F003313,MG,AFCD Release 3 - Nutrient profiles.xlsx
96316,F003327,MG,AFCD Release 3 - Nutrient profiles.xlsx
96317,F003328,MG,AFCD Release 3 - Nutrient profiles.xlsx
96318,F003331,MG,AFCD Release 3 - Nutrient profiles.xlsx
96319,F003337,MG,AFCD Release 3 - Nutrient profiles.xlsx
96320,F003423,MG,AFCD Release 3 - Nutrient profiles.xlsx
96321,F003426,MG,AFCD Release 3 - Nutrient profiles.xlsx
96322,F003441,MG,AFCD Release 3 - Nutrient profiles.xlsx
96323,F003442,MG,AFCD Release 3 - Nutrient profiles.xlsx
96324,F003464,MG,AFCD Release 3 - Nutrient profiles.xlsx
96325,F003466,MG,AFCD Release 3 - Nutrient profiles.xlsx
96326,F003488,MG,AFCD Release 3 - Nutrient profiles.xlsx
96327,F003496,MG,AFCD Release 3 - Nutrient profiles.xlsx
96328,F003539,MG,AFCD Release 3 - Nutrient profiles.xlsx
96329,F003573,MG,AFCD Release 3 - Nutrient profiles.xlsx
96330,F003574,MG,AFCD Release 3 - Nutrient profiles.xlsx
96331,F003575,MG,AFCD Release 3 - Nutrient profiles.xlsx
96332,F003607,MG,AFCD Release 3 - Nutrient profiles.xlsx
96333,F003612,MG,AFCD Release 3 - Nutrient profiles.xlsx
96334,F003627,MG,AFCD Release 3 - Nutrient profiles.xlsx
96335,F003705,MG,AFCD Release 3 - Nutrient profiles.xlsx
96336,F003706,MG,AFCD Release 3 - Nutrient profiles.xlsx
96337,F003718,MG,AFCD Release 3 - Nutrient profiles.xlsx
96338,F003721,MG,AFCD Release 3 - Nutrient profiles.xlsx
96339,F003723,MG,AFCD Release 3 - Nutrient profiles.xlsx
96340,F003724,MG,AFCD Release 3 - Nutrient profiles.xlsx
96341,F003725,MG,AFCD Release 3 - Nutrient profiles.xlsx
96342,F003729,MG,AFCD Release 3 - Nutrient profiles.xlsx
96343,F003732,MG,AFCD Release 3 - Nutrient profiles.xlsx
96344,F003736,MG,AFCD Release 3 - Nutrient profiles.xlsx
96345,F003737,MG,AFCD Release 3 - Nutrient profiles.xlsx
96346,F003817,MG,AFCD Release 3 - Nutrient profiles.xlsx
96347,F003818,MG,AFCD Release 3 - Nutrient profiles.xlsx
96348,F003821,MG,AFCD Release 3 - Nutrient profiles.xlsx
96349,F003832,MG,AFCD Release 3 - Nutrient profiles.xlsx
96350,F003834,MG,AFCD Release 3 - Nutrient profiles.xlsx
96351,F003983,MG,AFCD Release 3 - Nutrient profiles.xlsx
96352,F003986,MG,AFCD Release 3 - Nutrient profiles.xlsx
96353,F003988,MG,AFCD Release 3 - Nutrient profiles.xlsx
96354,F003989,MG,AFCD Release 3 - Nutrient profiles.xlsx
96355,F003990,MG,AFCD Release 3 - Nutrient profiles.xlsx
96356,F003998,MG,AFCD Release 3 - Nutrient profiles.xlsx
96357,F004000,MG,AFCD Release 3 - Nutrient profiles.xlsx
96358,F004002,MG,AFCD Release 3 - Nutrient profiles.xlsx
